Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
45.69,-0.02,0.04,-0.05,0.57,0.01,9.28,0.77
45.71,0.0,0.03,-0.06,0.56,0.02,9.3,0.8
45.73,0.01,0.02,-0.05,0.55,0.02,9.3,0.65
45.75,0.0,-0.0,-0.04,0.54,0.02,9.3,0.25
45.77,-0.0,-0.01,-0.02,0.54,0.01,9.29,-0.15
45.78,0.0,-0.0,0.01,0.54,-0.01,9.28,-0.38
45.8,0.01,0.01,0.03,0.54,-0.01,9.28,-0.39
45.82,0.03,0.02,0.02,0.54,-0.01,9.3,-0.38
45.84,0.05,0.04,-0.01,0.54,-0.0,9.32,-0.54
45.86,0.06,0.04,-0.03,0.54,0.01,9.32,-0.83
45.87,0.06,0.04,-0.04,0.54,0.01,9.32,-1.0
45.89,0.04,0.04,-0.05,0.55,0.0,9.32,-0.89
45.91,0.01,0.03,-0.05,0.55,-0.0,9.31,-0.62
45.93,-0.01,0.01,-0.05,0.55,-0.01,9.29,-0.4
45.95,-0.02,0.0,-0.02,0.54,-0.01,9.29,-0.38
45.96,-0.04,-0.0,0.02,0.54,-0.01,9.3,-0.39
45.98,-0.05,-0.02,0.03,0.53,-0.02,9.32,-0.22
46.0,-0.05,-0.03,0.02,0.53,-0.02,9.33,0.17
46.02,-0.04,-0.04,0.0,0.54,-0.02,9.33,0.59
46.03,-0.03,-0.04,-0.01,0.54,-0.02,9.33,0.78
46.05,-0.02,-0.03,-0.02,0.53,-0.02,9.33,0.78
46.07,-0.03,-0.01,-0.03,0.53,-0.02,9.32,0.78
46.09,-0.05,0.0,-0.03,0.53,-0.02,9.32,0.97
46.11,-0.07,0.02,-0.03,0.54,-0.02,9.32,1.25
46.13,-0.08,0.03,-0.02,0.54,-0.02,9.31,1.4
46.14,-0.07,0.05,-0.0,0.54,-0.01,9.3,1.27
46.16,-0.04,0.07,0.01,0.52,-0.0,9.31,0.99
46.18,-0.02,0.07,0.02,0.52,-0.01,9.32,0.79
46.2,-0.01,0.05,0.02,0.52,-0.01,9.32,0.78
46.21,-0.02,0.03,-0.0,0.52,-0.02,9.33,0.79
46.23,-0.04,0.02,-0.03,0.53,-0.02,9.35,0.61
46.25,-0.06,0.02,-0.06,0.53,-0.01,9.35,0.23
46.27,-0.05,0.02,-0.06,0.53,-0.0,9.35,-0.21
46.29,-0.03,0.02,-0.05,0.53,-0.01,9.36,-0.39
46.3,-0.01,0.01,-0.03,0.54,-0.01,9.36,-0.38
46.32,-0.01,-0.01,-0.01,0.54,-0.01,9.35,-0.39
46.34,-0.03,-0.01,0.01,0.54,0.0,9.34,-0.59
46.36,-0.03,0.0,0.02,0.54,0.01,9.32,-0.87
46.38,-0.02,-0.02,0.03,0.54,0.02,9.31,-1.0
46.39,0.01,-0.06,0.02,0.53,0.02,9.3,-0.85
46.41,0.01,-0.07,0.02,0.53,0.01,9.3,-0.57
46.43,0.01,-0.07,0.02,0.54,0.0,9.3,-0.38
46.45,-0.0,-0.08,0.01,0.53,-0.01,9.3,-0.38
46.47,-0.02,-0.08,0.0,0.52,-0.0,9.3,-0.38
46.48,-0.03,-0.08,-0.0,0.52,0.0,9.29,-0.19
46.5,-0.04,-0.09,-0.02,0.52,0.01,9.29,0.23
46.52,-0.03,-0.09,-0.03,0.51,0.0,9.3,0.62
46.54,-0.02,-0.1,-0.02,0.52,-0.0,9.3,0.79
46.56,-0.01,-0.11,-0.0,0.52,-0.0,9.29,0.78
46.57,-0.02,-0.09,0.01,0.52,0.0,9.28,0.8
46.59,-0.03,-0.03,0.01,0.52,-0.0,9.27,0.99
46.61,-0.04,0.04,0.02,0.52,-0.01,9.27,1.29
46.63,-0.03,0.1,0.01,0.52,-0.01,9.29,1.4
46.65,-0.02,0.12,0.02,0.53,-0.01,9.3,1.23
46.66,0.0,0.11,0.04,0.54,-0.0,9.31,0.96
46.68,0.0,0.08,0.05,0.54,0.0,9.32,0.78
46.7,0.01,0.07,0.03,0.54,0.0,9.32,0.78
46.72,0.01,0.05,0.02,0.54,-0.0,9.32,0.78
46.73,-0.01,0.04,0.01,0.54,-0.0,9.31,0.57
46.75,-0.05,0.03,0.01,0.54,-0.01,9.31,0.15
46.77,-0.07,0.04,-0.01,0.53,-0.01,9.31,-0.25
46.79,-0.07,0.06,-0.01,0.53,-0.02,9.32,-0.4
46.81,-0.08,0.06,-0.02,0.53,-0.02,9.32,-0.37
46.82,-0.08,0.06,-0.02,0.53,-0.02,9.32,-0.4
46.84,-0.07,0.04,-0.03,0.54,-0.01,9.32,-0.62
46.86,-0.05,0.01,-0.05,0.54,-0.01,9.32,-0.9
46.88,-0.03,-0.01,-0.07,0.54,-0.01,9.32,-1.0
46.9,-0.01,-0.02,-0.08,0.54,-0.01,9.31,-0.82
46.91,0.0,-0.03,-0.06,0.54,-0.02,9.3,-0.53
46.93,0.0,-0.02,-0.05,0.54,-0.02,9.3,-0.38
46.95,-0.02,0.01,-0.05,0.54,-0.01,9.29,-0.39
46.97,-0.04,0.05,-0.04,0.54,0.01,9.3,-0.38
46.99,-0.03,0.08,-0.01,0.54,0.02,9.31,-0.13
47.0,-0.03,0.09,0.02,0.53,0.02,9.32,0.28
47.02,-0.02,0.08,0.04,0.52,0.01,9.33,0.67
47.04,-0.01,0.05,0.06,0.51,0.0,9.33,0.8
47.06,0.0,0.03,0.05,0.51,-0.01,9.33,0.77
47.08,0.0,0.0,0.02,0.51,-0.01,9.33,0.81
47.09,0.0,-0.0,-0.01,0.52,-0.01,9.33,1.04
47.11,0.01,0.01,-0.03,0.53,-0.01,9.33,1.31
47.13,0.02,0.02,-0.04,0.54,-0.01,9.33,1.39
47.15,0.0,0.02,-0.04,0.53,-0.0,9.32,1.2
47.17,-0.01,0.02,-0.04,0.53,-0.0,9.32,0.91
47.18,-0.0,0.03,-0.04,0.52,0.0,9.33,0.77
47.2,0.01,0.05,-0.05,0.52,0.0,9.34,0.79
47.22,0.01,0.07,-0.03,0.53,-0.0,9.34,0.77
47.24,-0.01,0.07,-0.0,0.54,-0.0,9.33,0.51
47.25,-0.02,0.06,0.0,0.54,0.0,9.32,0.1
47.27,-0.03,0.05,0.01,0.54,0.01,9.32,-0.27
47.29,-0.03,0.02,0.0,0.53,0.02,9.33,-0.4
47.31,-0.02,-0.01,-0.02,0.54,0.02,9.34,-0.37
47.33,0.02,-0.03,-0.06,0.55,0.01,9.35,-0.43
47.34,0.06,-0.01,-0.09,0.55,0.0,9.34,-0.65
47.36,0.08,0.01,-0.09,0.55,-0.0,9.33,-0.93
47.38,0.07,0.04,-0.06,0.55,-0.0,9.33,-0.99
47.4,0.06,0.05,-0.04,0.55,-0.01,9.32,-0.78
47.42,0.03,0.05,-0.01,0.54,0.0,9.3,-0.5
47.43,0.0,0.04,0.01,0.53,0.01,9.29,-0.37
47.45,-0.02,0.03,0.02,0.52,0.02,9.3,-0.39
47.47,-0.03,0.01,0.01,0.52,0.02,9.31,-0.36
47.49,-0.03,-0.02,0.01,0.51,0.01,9.31,-0.09
47.51,-0.04,-0.02,0.01,0.52,0.01,9.31,0.35
47.52,-0.04,-0.0,0.01,0.53,0.0,9.31,0.68
47.54,-0.02,0.04,0.02,0.53,-0.0,9.31,0.8
47.56,-0.02,0.07,0.01,0.53,-0.01,9.32,0.77
47.58,-0.03,0.08,-0.01,0.53,-0.01,9.32,0.83
47.6,-0.04,0.07,-0.02,0.53,-0.01,9.31,1.07
47.61,-0.05,0.07,-0.02,0.53,-0.01,9.3,1.33
47.63,-0.04,0.06,-0.02,0.53,-0.01,9.29,1.38
47.65,-0.01,0.04,-0.02,0.53,-0.01,9.28,1.17
47.67,-0.0,0.03,-0.03,0.54,-0.0,9.27,0.89
47.69,-0.01,0.03,-0.06,0.56,0.0,9.28,0.77
47.7,-0.0,0.02,-0.08,0.57,0.0,9.29,0.79
47.72,0.01,0.02,-0.1,0.57,0.0,9.3,0.75
47.74,0.01,0.02,-0.12,0.57,0.0,9.31,0.49
47.76,0.01,0.03,-0.12,0.56,0.01,9.32,0.03
47.77,-0.01,0.03,-0.11,0.55,0.01,9.32,-0.3
47.79,-0.02,0.02,-0.1,0.54,0.0,9.33,-0.4
47.81,-0.05,0.02,-0.07,0.54,0.0,9.33,-0.37
47.83,-0.08,0.01,-0.04,0.55,0.01,9.34,-0.43
47.85,-0.11,-0.0,-0.01,0.56,0.01,9.34,-0.7
47.86,-0.13,-0.02,0.01,0.56,0.0,9.34,-0.94
47.88,-0.12,-0.01,0.01,0.55,-0.01,9.35,-0.97
47.9,-0.11,0.01,0.01,0.54,-0.01,9.35,-0.75
47.92,-0.09,0.02,-0.01,0.53,-0.01,9.36,-0.47
47.94,-0.07,0.04,-0.03,0.51,-0.02,9.36,-0.37
47.95,-0.04,0.06,-0.05,0.51,-0.02,9.35,-0.4
47.97,-0.02,0.07,-0.04,0.51,-0.01,9.34,-0.34
47.99,-0.0,0.09,-0.02,0.51,-0.01,9.33,-0.04
48.01,0.0,0.1,0.01,0.51,0.01,9.32,0.4
48.03,0.0,0.1,0.04,0.52,0.01,9.32,0.72
48.04,0.01,0.08,0.06,0.52,0.01,9.31,0.8
48.06,0.03,0.06,0.05,0.52,0.01,9.31,0.77
48.08,0.05,0.04,0.01,0.52,0.01,9.31,0.84
48.1,0.06,0.02,-0.02,0.52,0.0,9.31,1.12
48.12,0.07,0.01,-0.03,0.52,-0.0,9.32,1.35
48.13,0.06,-0.01,-0.01,0.52,-0.01,9.32,1.36
48.15,0.05,-0.02,0.0,0.52,-0.01,9.32,1.13
48.17,0.02,-0.02,0.01,0.52,0.0,9.31,0.87
48.19,-0.03,-0.02,0.03,0.53,0.01,9.3,0.77
48.21,-0.07,-0.04,0.05,0.54,0.01,9.3,0.8
48.22,-0.08,-0.05,0.06,0.54,0.01,9.3,0.73
48.24,-0.1,-0.04,0.04,0.55,0.01,9.31,0.42
48.26,-0.1,-0.04,0.02,0.55,0.01,9.31,-0.04
48.28,-0.09,-0.03,0.0,0.54,0.01,9.3,-0.33
48.29,-0.05,-0.03,-0.01,0.54,0.01,9.29,-0.4
48.31,-0.01,-0.06,-0.0,0.54,0.01,9.28,-0.37
48.33,0.02,-0.08,0.01,0.54,0.01,9.28,-0.47
48.35,0.03,-0.09,0.02,0.54,0.02,9.28,-0.73
48.37,0.02,-0.08,0.02,0.54,0.02,9.3,-0.97
48.38,-0.0,-0.07,0.02,0.55,0.01,9.31,-0.95
48.4,-0.03,-0.04,0.02,0.55,0.0,9.32,-0.7
48.42,-0.05,-0.02,0.01,0.56,-0.0,9.32,-0.45
48.44,-0.05,-0.02,-0.0,0.54,-0.01,9.31,-0.37
48.46,-0.04,-0.02,-0.01,0.53,-0.01,9.3,-0.4
48.47,-0.04,-0.02,-0.01,0.52,-0.01,9.29,-0.31
48.49,-0.03,-0.02,0.0,0.51,-0.02,9.3,0.0
48.51,-0.04,-0.01,0.01,0.5,-0.02,9.3,0.44
48.53,-0.04,0.01,0.0,0.5,-0.01,9.31,0.74
48.55,-0.03,0.04,-0.02,0.5,-0.0,9.3,0.8
48.56,-0.02,0.06,-0.02,0.5,0.0,9.29,0.77
48.58,-0.01,0.07,-0.03,0.51,0.01,9.28,0.88
48.6,0.01,0.05,-0.03,0.52,0.03,9.27,1.15
48.62,0.03,0.03,-0.02,0.52,0.03,9.28,1.38
48.63,0.03,-0.01,0.01,0.53,0.04,9.29,1.35
48.65,0.02,-0.04,0.04,0.53,0.04,9.29,1.08
48.67,0.03,-0.05,0.02,0.53,0.05,9.31,0.84
48.69,0.03,-0.04,-0.02,0.52,0.04,9.31,0.77
48.71,0.02,-0.01,-0.05,0.52,0.02,9.31,0.8
48.73,-0.01,0.01,-0.05,0.51,0.01,9.3,0.7
48.74,-0.04,0.01,-0.05,0.52,0.01,9.3,0.35
48.76,-0.06,-0.01,-0.04,0.52,0.01,9.3,-0.07
48.78,-0.07,-0.0,-0.02,0.52,-0.0,9.32,-0.36
48.8,-0.06,0.02,0.01,0.52,-0.01,9.34,-0.39
48.82,-0.05,0.04,0.02,0.53,0.0,9.35,-0.37
48.83,-0.03,0.05,0.01,0.54,0.01,9.36,-0.49
48.85,-0.02,0.06,0.02,0.53,0.02,9.38,-0.77
48.87,-0.01,0.06,0.01,0.53,0.02,9.38,-0.98
48.89,-0.0,0.04,-0.01,0.54,0.02,9.36,-0.93
48.9,0.01,0.02,-0.01,0.55,0.03,9.34,-0.67
48.92,0.0,0.02,0.0,0.56,0.02,9.32,-0.43
48.94,-0.0,0.03,0.03,0.56,0.01,9.32,-0.37
48.96,0.0,0.05,0.05,0.57,0.01,9.32,-0.4
48.98,0.02,0.08,0.07,0.57,0.02,9.33,-0.3
49.0,0.02,0.09,0.09,0.56,0.03,9.33,0.08
49.01,0.01,0.08,0.12,0.54,0.02,9.33,0.49
49.03,-0.01,0.05,0.13,0.53,0.02,9.32,0.77
49.05,-0.01,0.02,0.13,0.53,0.01,9.31,0.79
49.07,0.01,0.0,0.11,0.54,0.01,9.31,0.77
49.08,0.03,-0.0,0.06,0.54,-0.0,9.31,0.9
49.1,0.03,0.01,0.02,0.54,-0.01,9.31,1.18
49.12,0.01,0.03,0.0,0.54,-0.01,9.31,1.39
49.14,-0.01,0.05,-0.02,0.54,-0.01,9.31,1.32
49.16,-0.02,0.06,-0.04,0.54,-0.0,9.32,1.05
49.17,-0.02,0.06,-0.06,0.54,0.01,9.31,0.82
49.19,0.0,0.03,-0.07,0.54,0.01,9.31,0.77
49.21,0.01,-0.0,-0.07,0.54,0.01,9.3,0.8
49.23,0.01,-0.04,-0.05,0.54,0.0,9.3,0.68
49.25,-0.0,-0.08,-0.03,0.54,-0.0,9.3,0.3
49.26,-0.03,-0.08,-0.01,0.53,-0.01,9.31,-0.11
49.28,-0.04,-0.06,-0.02,0.52,-0.02,9.3,-0.37
49.3,-0.03,-0.06,-0.02,0.52,-0.01,9.3,-0.39
49.32,-0.03,-0.05,-0.03,0.52,-0.0,9.3,-0.37
49.34,-0.02,-0.02,-0.04,0.51,0.01,9.3,-0.53
49.35,-0.02,0.02,-0.06,0.51,0.02,9.32,-0.8
49.37,-0.03,0.03,-0.08,0.52,0.02,9.33,-1.0
49.39,-0.03,0.02,-0.07,0.53,0.02,9.33,-0.91
49.41,-0.01,-0.0,-0.06,0.54,0.02,9.35,-0.62
49.43,0.02,-0.02,-0.05,0.54,0.01,9.35,-0.41
49.44,0.05,-0.02,-0.06,0.54,0.01,9.35,-0.37
49.46,0.05,-0.02,-0.05,0.54,0.01,9.34,-0.4
49.48,0.03,-0.01,-0.04,0.54,0.0,9.33,-0.25
49.5,0.01,-0.02,-0.04,0.54,-0.0,9.31,0.12
49.52,-0.01,-0.05,-0.04,0.55,0.0,9.29,0.55
49.53,-0.04,-0.06,-0.04,0.55,0.01,9.28,0.77
49.55,-0.07,-0.05,-0.03,0.55,0.01,9.3,0.79
49.57,-0.08,-0.03,-0.03,0.54,0.01,9.31,0.77
49.59,-0.07,-0.02,-0.04,0.53,0.01,9.32,0.94
49.6,-0.04,-0.02,-0.02,0.52,0.01,9.31,1.22
49.62,-0.03,-0.0,0.01,0.51,-0.0,9.3,1.4
49.64,-0.03,0.01,0.03,0.5,-0.01,9.3,1.3
49.66,-0.02,-0.01,0.04,0.5,-0.01,9.32,1.02
49.68,-0.02,-0.04,0.04,0.5,-0.02,9.33,0.8
49.69,-0.02,-0.04,0.03,0.5,-0.02,9.35,0.77
49.71,-0.01,-0.03,0.04,0.51,-0.01,9.35,0.8
49.73,0.0,-0.03,0.03,0.51,0.01,9.35,0.64
49.75,0.01,-0.02,0.0,0.51,0.01,9.35,0.28
49.77,0.02,-0.02,-0.04,0.51,0.01,9.35,-0.17
49.78,0.03,-0.02,-0.08,0.52,0.01,9.34,-0.38
49.8,0.04,-0.02,-0.1,0.53,0.0,9.33,-0.38
49.82,0.05,-0.02,-0.11,0.54,-0.01,9.31,-0.38
49.84,0.06,-0.02,-0.1,0.55,-0.01,9.31,-0.56
49.86,0.05,-0.02,-0.08,0.55,-0.01,9.3,-0.85
49.87,0.02,-0.02,-0.07,0.54,-0.01,9.3,-1.0
49.89,-0.02,0.01,-0.05,0.54,-0.02,9.31,-0.87
49.91,-0.05,0.05,-0.04,0.53,-0.02,9.31,-0.6
49.93,-0.06,0.08,-0.02,0.53,-0.03,9.31,-0.39
49.95,-0.06,0.09,-0.01,0.54,-0.03,9.32,-0.38
49.96,-0.06,0.08,-0.01,0.54,-0.03,9.32,-0.39
49.98,-0.04,0.07,-0.01,0.55,-0.02,9.31,-0.22
50.0,-0.02,0.07,-0.02,0.56,-0.01,9.31,0.17
50.02,-0.0,0.07,-0.02,0.56,0.01,9.31,0.59
50.04,-0.0,0.06,-0.02,0.56,0.02,9.31,0.79
50.05,0.0,0.04,-0.02,0.55,0.02,9.32,0.78
50.07,0.0,0.03,-0.03,0.54,0.02,9.32,0.78
50.09,-0.01,0.04,-0.02,0.53,0.01,9.32,0.96
50.11,-0.04,0.04,-0.01,0.53,-0.0,9.32,1.26
50.12,-0.07,0.04,0.01,0.52,-0.0,9.31,1.4
50.14,-0.07,0.05,0.02,0.52,-0.01,9.3,1.26
50.16,-0.08,0.07,0.03,0.52,-0.02,9.3,0.99
50.18,-0.09,0.08,0.03,0.52,-0.03,9.31,0.78
50.2,-0.08,0.08,0.04,0.53,-0.03,9.32,0.78
50.21,-0.04,0.06,0.03,0.53,-0.02,9.33,0.79
50.23,0.01,0.02,0.03,0.53,0.0,9.33,0.61
50.25,0.04,-0.02,0.03,0.53,0.02,9.32,0.2
50.27,0.05,-0.04,0.03,0.52,0.01,9.31,-0.21
50.29,0.05,-0.04,0.02,0.52,0.01,9.31,-0.39
50.3,0.05,-0.06,0.01,0.52,0.01,9.3,-0.38
50.32,0.04,-0.07,0.01,0.53,0.02,9.29,-0.39
50.34,0.02,-0.05,-0.0,0.53,0.03,9.3,-0.57
50.36,-0.01,-0.04,-0.02,0.54,0.03,9.3,-0.87
50.38,-0.02,-0.03,-0.03,0.54,0.02,9.31,-1.0
50.39,-0.04,-0.05,-0.04,0.55,0.02,9.31,-0.85
50.41,-0.05,-0.06,-0.02,0.55,0.02,9.33,-0.56
50.43,-0.05,-0.05,-0.01,0.54,0.01,9.33,-0.38
50.45,-0.05,-0.04,0.01,0.53,-0.0,9.32,-0.38
50.47,-0.06,-0.04,0.01,0.53,-0.01,9.3,-0.39
50.48,-0.06,-0.05,0.0,0.52,-0.0,9.29,-0.17
50.5,-0.05,-0.05,0.01,0.52,0.0,9.29,0.23
50.52,-0.03,-0.04,0.02,0.52,0.0,9.28,0.64
50.54,-0.01,-0.02,0.03,0.54,-0.0,9.29,0.79
50.56,0.02,0.01,0.04,0.54,-0.0,9.29,0.78
50.57,0.04,0.03,0.03,0.54,-0.0,9.29,0.8
50.59,0.05,0.03,0.03,0.54,-0.01,9.3,1.0
50.61,0.05,0.01,0.04,0.54,-0.01,9.3,1.29
50.63,0.06,-0.01,0.07,0.54,-0.01,9.32,1.4
50.64,0.07,-0.0,0.07,0.54,-0.01,9.33,1.25
50.66,0.05,-0.0,0.06,0.53,-0.0,9.34,0.94
50.68,0.01,-0.01,0.06,0.53,-0.0,9.35,0.78
50.7,-0.03,-0.03,0.06,0.52,-0.0,9.34,0.79
50.72,-0.07,-0.05,0.04,0.52,0.0,9.32,0.78
50.74,-0.1,-0.05,0.02,0.52,0.02,9.3,0.55
50.75,-0.1,-0.05,0.0,0.51,0.03,9.29,0.12
50.77,-0.09,-0.04,-0.01,0.51,0.03,9.29,-0.24
50.79,-0.08,-0.03,-0.02,0.52,0.03,9.31,-0.4
50.81,-0.06,-0.02,-0.03,0.53,0.03,9.32,-0.37
50.83,-0.05,0.01,-0.03,0.53,0.02,9.33,-0.41
50.84,-0.03,0.05,-0.03,0.52,0.02,9.33,-0.62
50.86,-0.02,0.09,-0.01,0.52,0.01,9.34,-0.91
50.88,-0.02,0.11,0.0,0.52,0.0,9.34,-1.0
50.9,-0.01,0.12,0.02,0.53,0.0,9.34,-0.82
50.91,0.0,0.12,0.03,0.53,0.01,9.33,-0.53
50.93,0.01,0.1,0.04,0.53,0.01,9.31,-0.37
50.95,0.01,0.07,0.04,0.54,0.01,9.31,-0.39
50.97,0.02,0.04,0.04,0.55,0.01,9.31,-0.37
50.99,0.03,0.02,0.05,0.55,0.02,9.3,-0.15
51.0,0.0,0.01,0.07,0.55,0.02,9.28,0.3
51.02,-0.03,0.01,0.11,0.54,0.03,9.25,0.65
51.04,-0.03,-0.01,0.14,0.53,0.03,9.24,0.8
51.06,-0.02,-0.04,0.15,0.53,0.03,9.24,0.77
51.08,-0.02,-0.05,0.12,0.53,0.02,9.24,0.82
51.09,-0.01,-0.04,0.07,0.53,0.02,9.25,1.04
51.11,-0.0,-0.02,0.02,0.53,0.02,9.26,1.31
51.13,0.01,-0.01,-0.02,0.53,0.02,9.29,1.39
51.15,0.03,-0.0,-0.05,0.54,0.02,9.32,1.2
51.17,0.03,0.0,-0.05,0.54,0.01,9.34,0.9
51.18,0.04,-0.0,-0.03,0.54,0.0,9.34,0.77
51.2,0.05,-0.02,-0.02,0.54,-0.01,9.33,0.79
51.22,0.03,-0.04,-0.01,0.54,-0.01,9.32,0.77
51.24,0.01,-0.03,-0.0,0.54,-0.0,9.31,0.51
51.26,0.01,-0.02,-0.0,0.54,0.01,9.31,0.08
51.27,0.02,-0.01,-0.02,0.53,0.02,9.32,-0.28
51.29,0.03,-0.0,-0.04,0.53,0.02,9.34,-0.4
51.31,0.04,-0.02,-0.04,0.52,0.02,9.34,-0.37
51.33,0.05,-0.02,-0.03,0.52,0.02,9.33,-0.42
51.35,0.04,-0.02,-0.03,0.52,0.02,9.33,-0.67
51.36,0.02,-0.01,-0.05,0.52,0.01,9.34,-0.92
51.38,-0.0,0.02,-0.06,0.53,0.01,9.34,-0.98
51.4,-0.01,0.04,-0.06,0.54,0.0,9.33,-0.78
51.42,-0.01,0.06,-0.05,0.54,-0.0,9.32,-0.49
51.43,-0.01,0.07,-0.04,0.55,-0.01,9.32,-0.37
51.45,-0.03,0.07,-0.04,0.56,-0.01,9.32,-0.39
51.47,-0.06,0.05,-0.04,0.56,-0.01,9.31,-0.36
51.49,-0.06,0.03,-0.03,0.56,-0.01,9.31,-0.09
51.51,-0.06,0.02,0.0,0.55,-0.01,9.31,0.35
51.52,-0.07,0.01,0.04,0.54,0.0,9.31,0.7
51.54,-0.05,-0.01,0.08,0.54,0.01,9.3,0.8
51.56,-0.01,-0.05,0.12,0.55,0.0,9.3,0.77
51.58,0.01,-0.07,0.12,0.55,-0.0,9.3,0.83
51.6,0.0,-0.05,0.07,0.55,-0.0,9.32,1.08
51.61,-0.01,-0.01,0.01,0.55,-0.01,9.33,1.33
51.63,-0.01,0.01,-0.03,0.55,-0.01,9.34,1.38
51.65,-0.01,-0.01,-0.05,0.54,-0.01,9.35,1.17
51.67,-0.03,-0.02,-0.06,0.54,-0.0,9.33,0.89
51.69,-0.05,0.01,-0.08,0.54,0.01,9.31,0.77
51.7,-0.07,0.05,-0.08,0.53,0.02,9.29,0.79
51.72,-0.06,0.06,-0.08,0.52,0.02,9.28,0.74
51.74,-0.02,0.04,-0.08,0.52,0.01,9.29,0.47
51.76,0.02,0.02,-0.05,0.51,0.01,9.3,0.0
51.78,0.05,0.02,-0.01,0.51,0.0,9.31,-0.31
51.79,0.07,0.02,0.0,0.51,-0.01,9.31,-0.4
51.81,0.06,0.01,-0.01,0.51,-0.01,9.32,-0.37
51.83,0.03,0.01,-0.02,0.51,-0.01,9.32,-0.44
51.85,0.0,0.01,-0.02,0.52,-0.01,9.32,-0.7
51.87,-0.03,-0.01,-0.01,0.52,-0.01,9.32,-0.95
51.88,-0.05,-0.01,0.0,0.51,-0.01,9.33,-0.97
51.9,-0.06,0.0,-0.0,0.51,-0.0,9.34,-0.73
51.92,-0.06,0.03,-0.0,0.51,-0.0,9.36,-0.48
51.94,-0.05,0.05,0.02,0.52,0.0,9.38,-0.37
51.95,-0.04,0.05,0.05,0.52,0.01,9.37,-0.4
51.97,-0.03,0.05,0.06,0.52,0.01,9.35,-0.33
51.99,-0.02,0.04,0.06,0.53,0.01,9.34,-0.04
52.01,-0.01,0.05,0.05,0.52,0.01,9.35,0.4
52.03,-0.01,0.05,0.03,0.52,0.01,9.35,0.72
52.04,-0.01,0.02,0.01,0.52,0.0,9.34,0.8
52.06,-0.0,-0.02,0.0,0.53,0.0,9.33,0.77
52.08,-0.01,-0.04,-0.01,0.53,0.01,9.32,0.85
52.1,-0.02,-0.02,-0.03,0.53,0.01,9.32,1.12
52.12,-0.04,0.01,-0.05,0.53,0.0,9.32,1.36
52.13,-0.07,0.05,-0.05,0.52,-0.01,9.32,1.37
52.15,-0.07,0.06,-0.04,0.53,-0.02,9.31,1.12
52.17,-0.05,0.05,-0.03,0.55,-0.01,9.31,0.85
52.19,-0.02,0.05,-0.01,0.56,-0.0,9.32,0.77
52.21,-0.01,0.04,0.01,0.56,0.0,9.34,0.8
52.22,-0.01,0.03,0.03,0.56,0.01,9.35,0.72
52.24,-0.03,0.02,0.04,0.55,0.01,9.35,0.4
52.26,-0.04,-0.01,0.05,0.55,0.01,9.35,-0.02
52.28,-0.04,-0.04,0.06,0.55,0.01,9.35,-0.34
52.29,-0.05,-0.05,0.04,0.55,0.01,9.34,-0.4
52.31,-0.07,-0.05,0.01,0.55,0.0,9.33,-0.37
52.33,-0.06,-0.05,-0.01,0.55,0.0,9.31,-0.47
52.35,-0.03,-0.05,-0.03,0.54,-0.0,9.3,-0.73
52.37,0.0,-0.04,-0.02,0.54,-0.0,9.29,-0.97
52.38,0.02,-0.04,0.0,0.54,-0.0,9.29,-0.95
52.4,0.02,-0.04,0.03,0.54,0.0,9.3,-0.7
52.42,0.01,-0.02,0.04,0.54,0.01,9.32,-0.44
52.44,0.01,0.01,0.05,0.53,0.01,9.32,-0.37
52.46,0.02,0.03,0.04,0.52,0.0,9.3,-0.4
52.47,0.02,0.03,0.04,0.52,0.0,9.3,-0.32
52.49,0.02,0.03,0.02,0.52,0.01,9.29,0.03
52.51,0.02,0.03,-0.01,0.52,0.0,9.3,0.44
52.53,0.04,0.05,-0.04,0.53,0.0,9.32,0.75
52.55,0.06,0.06,-0.06,0.53,0.0,9.34,0.8
52.56,0.05,0.06,-0.06,0.53,0.0,9.35,0.77
52.58,0.02,0.05,-0.04,0.52,0.01,9.36,0.88
52.6,-0.03,0.04,-0.03,0.51,0.01,9.34,1.15
52.62,-0.06,0.05,-0.02,0.5,0.02,9.33,1.38
52.64,-0.05,0.07,-0.01,0.5,0.02,9.32,1.34
52.65,-0.03,0.09,0.0,0.51,0.02,9.33,1.08
52.67,-0.02,0.11,0.01,0.53,0.01,9.33,0.83
52.69,-0.03,0.11,0.01,0.54,-0.01,9.34,0.77
52.71,-0.07,0.1,0.0,0.54,-0.01,9.34,0.8
52.72,-0.11,0.1,-0.01,0.54,-0.02,9.34,0.71
52.74,-0.11,0.11,-0.01,0.54,-0.02,9.32,0.35
52.76,-0.09,0.1,-0.0,0.53,-0.01,9.31,-0.09
52.78,-0.06,0.07,0.03,0.53,-0.0,9.31,-0.36
52.8,-0.04,0.04,0.04,0.53,0.0,9.31,-0.39
52.81,-0.02,0.01,0.03,0.53,-0.0,9.31,-0.37
52.83,0.01,-0.02,0.01,0.53,-0.01,9.3,-0.5
52.85,0.02,-0.05,-0.01,0.52,-0.02,9.29,-0.77
52.87,-0.0,-0.06,-0.02,0.52,-0.02,9.3,-0.99
52.89,-0.02,-0.05,-0.01,0.52,-0.02,9.3,-0.93
